avg_wage_ft,avg_wage_ft_moe,geo,num_ppl,num_ppl_moe,sex,soc,year
34844.3,5367.02,04000US01,495,199.16,2,21109X,2016
46932.1,2505.69,04000US01,8067,787.555,1,212011,2016
35386.6,5033.55,04000US01,1133,289.449,2,212011,2016
41298.0,5583.11,04000US01,459,159.445,1,212021,2016
37904.3,5218.51,04000US01,576,206.668,2,212021,2016
40766.2,12531.7,04000US01,907,350.619,1,212099,2016
35344.1,8841.11,04000US01,675,281.404,2,212099,2016
64180.7,32720.7,04000US01,73,73.0545,1,231012,2016
38490.0,18043.3,04000US01,104,70.7885,2,231012,2016
144961.0,11901.0,04000US01,7168,728.592,1,2310XX,2016
91503.0,11035.0,04000US01,3119,456.374,2,2310XX,2016
25447.5,9337.25,04000US01,303,161.076,1,232011,2016
43843.3,3248.53,04000US01,4180,528.904,2,232011,2016
56601.5,19734.1,04000US01,298,154.359,1,232090,2016
38798.8,6025.58,04000US01,1390,365.484,2,232090,2016
80016.8,5125.55,04000US01,11193,911.442,1,251000,2016
63459.0,3858.54,04000US01,10352,911.0,2,251000,2016
33892.0,7501.69,04000US01,159,155.018,1,252010,2016
25030.1,2270.24,04000US01,9779,1047.81,2,252010,2016
47020.3,1696.5,04000US01,9309,991.196,1,252020,2016
43409.6,680.502,04000US01,41716,1976.77,2,252020,2016
52538.1,2342.44,04000US01,4576,702.287,1,252030,2016
46565.2,1634.83,04000US01,6800,878.979,2,252030,2016
42098.2,5957.05,04000US01,311,147.809,1,252050,2016
38304.6,2844.78,04000US01,3190,544.604,2,252050,2016
67901.6,4681.47,04000US01,4924,666.932,1,253000,2016
41152.6,4824.14,04000US01,5395,690.546,2,253000,2016
50804.8,12335.7,04000US01,267,167.31,1,254010,2016
52333.8,22586.3,04000US01,261,144.407,2,254010,2016
51694.4,8662.39,04000US01,452,181.145,1,254021,2016
46047.4,3169.18,04000US01,2096,403.185,2,254021,2016
,,04000US01,51,57.8797,1,254031,2016
24898.6,5197.3,04000US01,319,154.117,2,254031,2016
26908.4,3999.42,04000US01,924,312.241,1,259041,2016
21454.7,1296.89,04000US01,8382,904.221,2,259041,2016
44980.0,10540.4,04000US01,286,146.757,1,2590XX,2016
43900.5,6930.15,04000US01,1293,336.718,2,2590XX,2016
40765.7,10574.8,04000US01,423,185.105,1,271010,2016
54397.1,32016.3,04000US01,392,160.511,2,271010,2016
61504.3,8265.8,04000US01,2285,408.912,1,271020,2016
43611.8,5663.71,04000US01,3809,726.28,2,271020,2016
19008.5,0.0,04000US01,49,49.2745,1,272011,2016
,,04000US01,33,42.2864,2,272011,2016
75727.3,17316.5,04000US01,861,355.969,1,272012,2016
60921.5,11131.2,04000US01,428,185.866,2,272012,2016
63891.1,14213.1,04000US01,1647,351.025,1,272020,2016
47299.2,7855.34,04000US01,940,309.598,2,272020,2016
,,04000US01,33,55.5696,1,272030,2016
12462.3,5798.57,04000US01,169,119.944,2,272030,2016
50965.9,17061.6,04000US01,1722,431.641,1,272040,2016
33385.4,14506.2,04000US01,1044,325.73,2,272040,2016
31170.0,6573.26,04000US01,78,75.8307,1,272099,2016
45626.2,3.78491e-12,04000US01,38,48.2955,2,272099,2016
46110.9,26919.3,04000US01,218,139.821,1,273010,2016
74756.8,39907.3,04000US01,111,80.6855,2,273010,2016
38412.7,11227.8,04000US01,419,215.318,1,273020,2016
44792.2,10738.7,04000US01,336,141.633,2,273020,2016
72638.2,21161.6,04000US01,538,255.265,1,273031,2016
49280.4,6051.81,04000US01,932,271.331,2,273031,2016
69212.6,37440.6,04000US01,432,166.037,1,273041,2016
47281.2,17685.0,04000US01,630,232.422,2,273041,2016
69519.0,14063.7,04000US01,395,267.664,1,273042,2016
69803.2,18787.9,04000US01,252,125.244,2,273042,2016
59424.8,11179.9,04000US01,334,146.581,1,273043,2016
34771.2,9845.08,04000US01,726,336.788,2,273043,2016
44290.2,23783.0,04000US01,126,81.7302,1,273090,2016
34434.1,7599.36,04000US01,530,228.256,2,273090,2016
55149.3,13476.3,04000US01,378,164.63,1,274021,2016
35409.3,9564.64,04000US01,561,169.49,2,274021,2016
46466.8,18328.7,04000US01,163,96.0756,1,274030,2016
54541.5,11432.2,04000US01,909,301.275,1,2740XX,2016
52273.7,13974.3,04000US01,135,125.334,2,2740XX,2016
104270.0,28299.3,04000US01,205,148.293,1,291011,2016
32714.8,15656.9,04000US01,68,71.8406,2,291011,2016
166350.0,29430.9,04000US01,1116,270.144,1,291020,2016
182582.0,66386.5,04000US01,374,150.546,2,291020,2016
38267.4,16576.8,04000US01,107,94.6719,1,291031,2016
33951.6,5004.47,04000US01,1399,339.079,2,291031,2016
130953.0,41505.8,04000US01,313,125.881,1,291041,2016
76208.1,22127.2,04000US01,180,97.7779,2,291041,2016
125694.0,14131.4,04000US01,2426,397.672,1,291051,2016
109907.0,9636.33,04000US01,3107,558.641,2,291051,2016
234338.0,14023.5,04000US01,6745,832.185,1,291060,2016
144168.0,19999.0,04000US01,2802,477.699,2,291060,2016
87433.9,50043.6,04000US01,519,280.555,1,291071,2016
55340.5,13726.3,04000US01,890,340.283,2,291071,2016
105603.0,0.0,04000US01,8,13.9728,1,291081,2016
48161.0,0.0,04000US01,14,23.6302,2,291081,2016
71531.8,8558.99,04000US01,121,81.969,1,291122,2016
55525.1,9948.09,04000US01,790,317.612,2,291122,2016
90188.2,27005.3,04000US01,1078,339.081,1,291123,2016
64650.8,6752.75,04000US01,1265,314.541,2,291123,2016
79112.0,21760.9,04000US01,29,30.4947,1,291124,2016
42695.4,32328.9,04000US01,107,85.445,2,291124,2016
35315.0,4195.58,04000US01,68,65.4598,2,291125,2016
84770.3,54730.1,04000US01,492,170.533,1,291126,2016
42821.6,3313.2,04000US01,1641,374.275,2,291126,2016
115879.0,58631.7,04000US01,90,81.6399,1,291127,2016
57489.5,6987.17,04000US01,1723,412.629,2,291127,2016
42457.8,9124.5,04000US01,378,198.971,1,29112X,2016
56892.3,9827.49,04000US01,1092,280.859,2,29112X,2016
80080.3,21137.5,04000US01,343,145.879,1,291131,2016
79623.8,17681.0,04000US01,507,227.674,2,291131,2016
64208.8,6484.4,04000US01,5229,621.091,1,291141,2016
53865.3,1373.61,04000US01,44695,1804.63,2,291141,2016
181798.0,35891.3,04000US01,282,118.227,1,291151,2016
111555.0,20113.9,04000US01,524,178.552,2,291151,2016
77862.8,0.0,04000US01,24,40.8461,1,291181,2016
51657.3,13210.5,04000US01,191,108.48,2,291181,2016
33250.4,0.0,04000US01,18,30.1646,1,291199,2016
,,04000US01,17,29.5734,2,291199,2016
122088.0,29020.2,04000US01,350,235.976,1,2911XX,2016
87096.6,8235.36,04000US01,1819,390.882,2,2911XX,2016
51593.3,9579.82,04000US01,766,254.397,1,292010,2016
45085.0,10127.2,04000US01,3858,566.845,2,292010,2016
37514.9,0.0,04000US01,5,8.83566,1,292021,2016
40132.2,3771.92,04000US01,3149,486.17,2,292021,2016
56225.7,7428.72,04000US01,1458,290.668,1,292030,2016
44215.6,3257.66,04000US01,4468,711.557,2,292030,2016
44552.0,4916.1,04000US01,2043,422.684,1,292041,2016
38133.2,5398.04,04000US01,946,356.0,2,292041,2016
39885.7,13041.0,04000US01,2059,544.762,1,292050,2016
30299.7,2217.53,04000US01,8186,932.146,2,292050,2016
34882.8,5424.24,04000US01,751,246.438,1,292061,2016
34808.1,2060.77,04000US01,12338,1002.32,2,292061,2016
45214.0,14714.4,04000US01,215,141.942,1,292071,2016
34049.3,5382.72,04000US01,1706,376.639,2,292071,2016
30310.8,8233.95,04000US01,224,193.567,1,292081,2016
29390.6,2802.79,04000US01,466,246.704,2,292081,2016
57344.2,15486.2,04000US01,569,209.166,1,292090,2016
28635.9,3750.24,04000US01,1649,435.517,2,292090,2016
54152.9,9934.92,04000US01,909,329.778,1,299000,2016
45357.1,9906.75,04000US01,746,275.172,2,299000,2016
38572.1,8086.74,04000US01,2587,485.201,1,311010,2016
23276.3,1058.33,04000US01,26942,1533.91,2,311010,2016
46934.8,29032.7,04000US01,42,47.7163,1,312010,2016
40955.5,9031.9,04000US01,270,116.045,2,312010,2016
