avg_wage_ft,avg_wage_ft_moe,geo,num_ppl,num_ppl_moe,sex,soc,year
50423.0,7784.94,04000US53,333,128.806,2,331011,2014
86173.5,5678.76,04000US53,1715,379.395,1,331012,2014
88158.9,16828.7,04000US53,176,104.62,2,331012,2014
104300.0,6841.81,04000US53,1418,329.463,1,331021,2014
102040.0,20704.3,04000US53,17,21.842,2,331021,2014
81625.3,28622.5,04000US53,1397,358.006,1,331099,2014
59528.2,9695.56,04000US53,404,182.594,2,331099,2014
80273.7,3354.77,04000US53,7973,781.094,1,332011,2014
64787.1,14731.8,04000US53,381,141.919,2,332011,2014
65909.5,13788.2,04000US53,490,258.661,1,332020,2014
31403.5,13082.0,04000US53,90,77.7721,2,332020,2014
52895.5,2539.96,04000US53,6208,734.402,1,333010,2014
48953.7,4246.94,04000US53,1896,364.029,2,333010,2014
84632.4,6446.29,04000US53,1425,317.518,1,333021,2014
79852.3,13701.8,04000US53,590,204.779,2,333021,2014
68330.5,4077.48,04000US53,11294,1329.09,1,333050,2014
63379.1,5192.45,04000US53,1697,422.304,2,333050,2014
80189.7,78010.7,04000US53,122,108.846,1,339011,2014
62646.7,8376.08,04000US53,867,258.992,1,339021,2014
61193.5,8796.43,04000US53,689,228.983,2,339021,2014
40982.0,2442.78,04000US53,15148,1107.19,1,339030,2014
35254.4,4153.86,04000US53,3052,473.616,2,339030,2014
36136.4,5291.45,04000US53,886,246.329,1,339091,2014
27599.7,6906.87,04000US53,599,214.094,2,339091,2014
36838.9,9139.08,04000US53,374,163.842,1,339093,2014
42104.3,3231.34,04000US53,209,118.529,2,339093,2014
34281.7,2789.97,04000US53,6566,988.046,1,351011,2014
33581.7,5507.36,04000US53,1524,363.671,2,351011,2014
34480.7,3907.26,04000US53,5058,791.715,1,351012,2014
26368.1,2304.79,04000US53,7455,862.259,2,351012,2014
24580.5,1000.43,04000US53,25715,1569.21,1,352010,2014
21848.8,962.056,04000US53,18505,1288.78,2,352010,2014
22490.0,3031.2,04000US53,8348,1077.92,1,352021,2014
20423.0,1473.42,04000US53,19424,1433.25,2,352021,2014
33227.2,3656.03,04000US53,3826,639.355,1,353011,2014
27415.6,3486.66,04000US53,6281,766.744,2,353011,2014
19322.6,2468.05,04000US53,3563,545.688,1,353021,2014
21453.2,1933.1,04000US53,6911,763.69,2,353021,2014
23876.5,18667.7,04000US53,988,300.069,1,353022,2014
20756.0,5753.66,04000US53,2421,427.432,2,353022,2014
28495.5,2361.95,04000US53,10580,1079.86,1,353031,2014
25370.3,1476.31,04000US53,27106,1608.83,2,353031,2014
30693.2,6136.61,04000US53,1224,400.39,1,353041,2014
27004.8,4218.92,04000US53,2344,458.863,2,353041,2014
20653.5,3095.92,04000US53,5888,804.497,1,359021,2014
17795.4,3374.57,04000US53,1338,368.381,2,359021,2014
24301.1,12974.5,04000US53,865,281.464,1,359031,2014
19474.8,5245.25,04000US53,5247,783.567,2,359031,2014
44445.8,3471.54,04000US53,2532,451.435,1,371011,2014
32544.1,4385.14,04000US53,1442,342.948,2,371011,2014
48541.3,5452.84,04000US53,2496,479.13,1,371012,2014
37078.7,9338.8,04000US53,369,176.028,2,371012,2014
28976.5,2681.82,04000US53,3076,530.373,1,372012,2014
22715.9,1012.33,04000US53,16691,1294.61,2,372012,2014
27895.5,4621.18,04000US53,562,209.262,1,372021,2014
16384.6,0.0,04000US53,30,45.0637,2,372021,2014
28045.4,2244.34,04000US53,19306,1466.61,1,373010,2014
26858.4,3341.43,04000US53,2496,449.14,2,373010,2014
47408.7,9146.47,04000US53,900,269.341,1,391010,2014
39200.5,6345.63,04000US53,776,256.19,2,391010,2014
47493.7,16056.6,04000US53,1288,385.341,1,391021,2014
36243.7,5541.0,04000US53,1563,362.925,2,391021,2014
59816.2,14136.5,04000US53,293,193.721,1,392011,2014
38136.4,8535.36,04000US53,528,186.539,2,392011,2014
32739.6,13850.0,04000US53,706,235.493,1,392021,2014
25233.0,3009.4,04000US53,4063,659.998,2,392021,2014
36529.1,3424.18,04000US53,2676,518.073,1,393010,2014
30535.3,3201.83,04000US53,2292,391.151,2,393010,2014
15252.8,1025.29,04000US53,81,74.4169,1,393021,2014
,,04000US53,16,26.8014,2,393021,2014
14352.0,3279.13,04000US53,483,209.52,1,393031,2014
16870.4,1474.47,04000US53,392,172.847,2,393031,2014
23492.5,7272.35,04000US53,2006,416.704,1,393090,2014
25551.5,3508.97,04000US53,1912,377.892,2,393090,2014
56255.9,15067.2,04000US53,265,95.898,1,394031,2014
45047.0,2336.53,04000US53,115,82.4677,2,394031,2014
34375.9,9531.39,04000US53,608,296.448,1,395011,2014
27747.8,6321.43,04000US53,489,172.225,2,395011,2014
35136.5,8239.08,04000US53,795,327.959,1,395012,2014
34791.1,6118.96,04000US53,10796,1036.47,2,395012,2014
20671.0,5364.27,04000US53,316,153.829,1,395090,2014
24026.3,2819.59,04000US53,4774,651.178,2,395090,2014
27611.3,6378.91,04000US53,790,237.646,1,396010,2014
20031.4,10362.1,04000US53,364,180.341,2,396010,2014
31736.2,7454.53,04000US53,712,262.823,1,397010,2014
47903.1,25303.6,04000US53,417,195.326,2,397010,2014
24634.0,5661.05,04000US53,1403,328.675,1,399011,2014
20841.9,1343.09,04000US53,21750,1388.44,2,399011,2014
27522.8,3395.05,04000US53,6780,877.09,1,399021,2014
24526.4,1702.72,04000US53,30350,1734.85,2,399021,2014
31591.7,5383.53,04000US53,2610,407.993,1,399030,2014
31536.3,3278.69,04000US53,5555,616.702,2,399030,2014
28080.1,7746.95,04000US53,350,135.611,1,399041,2014
25220.6,5080.31,04000US53,589,184.56,2,399041,2014
22586.7,5790.64,04000US53,989,301.903,1,399099,2014
16356.5,8617.64,04000US53,812,296.441,2,399099,2014
65820.5,3281.75,04000US53,35516,1589.71,1,411011,2014
44268.2,1723.93,04000US53,27304,1354.14,2,411011,2014
85873.5,5619.72,04000US53,16343,1239.05,1,411012,2014
67382.8,6598.74,04000US53,6416,800.238,2,411012,2014
34418.6,3757.54,04000US53,17356,1355.37,1,412010,2014
25167.9,1757.1,04000US53,43153,2000.35,2,412010,2014
30792.8,3796.35,04000US53,1016,254.885,1,412021,2014
23304.9,6753.81,04000US53,655,278.405,2,412021,2014
44220.3,8421.37,04000US53,2119,387.08,1,412022,2014
26566.9,7442.47,04000US53,492,181.783,2,412022,2014
48647.6,2667.55,04000US53,35342,1940.84,1,412031,2014
33976.3,1954.18,04000US53,38073,1489.51,2,412031,2014
59686.9,11117.1,04000US53,1820,418.405,1,413011,2014
58292.3,8008.82,04000US53,1528,377.689,2,413011,2014
92092.6,11802.3,04000US53,4282,572.513,1,413021,2014
55205.3,6664.7,04000US53,4095,558.967,2,413021,2014
107861.0,19878.1,04000US53,1912,426.308,1,413031,2014
76244.7,17053.4,04000US53,1179,269.429,2,413031,2014
48274.2,9440.94,04000US53,183,118.848,1,413041,2014
43149.9,14407.4,04000US53,1061,357.222,2,413041,2014
93071.4,8252.78,04000US53,8528,862.591,1,413099,2014
62863.6,7987.93,04000US53,4979,721.809,2,413099,2014
83444.4,3771.19,04000US53,21250,1362.68,1,414010,2014
70493.9,6465.84,04000US53,7577,810.319,2,414010,2014
47855.6,16044.9,04000US53,540,232.835,1,419010,2014
25660.1,13441.7,04000US53,1122,338.96,2,419010,2014
86854.2,10951.4,04000US53,6058,732.92,1,419020,2014
69206.9,8132.92,04000US53,6340,752.601,2,419020,2014
106664.0,16489.4,04000US53,417,166.259,1,419031,2014
198294.0,2.62227e-11,04000US53,15,24.0671,2,419031,2014
